2.62 , 86 , 28.62
2.63 , 90 , 28.50
2.64 , 90 , 28.69
2.65 , 93 , 28.50
2.65 , 98 , 28.62
2.63 , 101 , 28.75
2.62 , 99 , 28.62
2.62 , 96 , 28.56
2.62 , 97 , 28.50
2.62 , 99 , 28.62
2.63 , 99 , 28.62
2.63 , 97 , 28.56
2.59 , 95 , 28.37
2.60 , 93 , 28.44
2.62 , 91 , 28.50
2.63 , 89 , 28.50
2.63 , 88 , 28.69
2.64 , 86 , 28.62
2.64 , 84 , 28.62
2.64 , 81 , 28.56
2.64 , 81 , 28.62
2.64 , 82 , 28.69
2.63 , 81 , 28.50
