1.17 , 111 , 31.25
1.17 , 110 , 31.19
1.17 , 109 , 31.19
1.17 , 108 , 31.25
1.16 , 107 , 31.25
1.16 , 106 , 31.19
1.14 , 105 , 31.25
1.14 , 104 , 31.12
1.17 , 103 , 31.25
1.20 , 102 , 31.12
1.19 , 102 , 31.31
1.19 , 103 , 31.00
1.18 , 103 , 31.06
1.17 , 102 , 31.06
1.17 , 101 , 31.00
1.16 , 100 , 31.00
1.15 , 100 , 31.06
1.14 , 100 , 31.06
1.15 , 99 , 30.94
1.16 , 98 , 31.00
1.16 , 97 , 30.94
1.15 , 95 , 30.94
1.17 , 95 , 30.81
