2.91 , 82 , 30.31
2.97 , 88 , 29.75
2.96 , 89 , 29.81
2.96 , 85 , 29.94
2.96 , 83 , 29.87
2.93 , 79 , 29.69
2.98 , 74 , 29.37
2.98 , 72 , 29.31
2.98 , 68 , 29.37
2.99 , 66 , 29.31
2.99 , 64 , 29.31
2.97 , 61 , 29.31
2.98 , 59 , 29.25
2.98 , 59 , 29.37
2.98 , 61 , 29.12
2.98 , 67 , 29.37
2.99 , 69 , 29.19
2.99 , 68 , 29.25
